TEMP,DEWP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP
74.6,58.2,1.8,3.1,8,87.8,61.7,0
76.7,57.3,2.1,1.5,4.1,89.6,61,0
78.8,61.6,2.2,1.9,8.9,93,62.2,0
79.4,61.2,2,2.3,8,91.2,63.5,0
79.4,61.9,1.9,1.2,5.1,100.8,64.4,0
80,62.9,2,2.5,6,93.2,64.8,0
83.3,63.3,2.5,3.9,8,91.6,68.7,0
80.8,64.4,1.8,4.2,8,91.4,70.5,0
75.5,59.2,1.9,3.4,14,87.4,67.5,0
78.5,56.5,2.1,6.1,12,88.9,64.4,0
78.1,59.1,2,2.6,8,91.4,64,0
80.5,63.1,2,1.8,5.1,92.5,64.8,0
80.4,62.5,1.9,3.4,8,93.2,68,0
81.9,57.6,2.2,4.5,9.9,93.2,65.8,0
79.6,62.7,2.1,2.8,6,91.9,66.2,0
83.4,65.8,2.1,3.5,8,94.3,70.7,0
84,57.9,2.5,7.1,14,96.8,71.6,0
81,54.6,2.3,6.6,11.1,93.2,66.9,0
78.1,55.6,2.1,3.9,8,93.9,64.6,0
80.9,61.5,1.8,4.3,9.9,91.4,66.4,0.02
82.8,63,2.2,3.2,8,94.3,68,0.04
87.5,59.1,2.6,4.9,8,96.8,70.9,0
80.1,58.4,2.2,4.8,12,94.3,68,0
81.8,58.9,2.1,2.2,7,96.4,67.3,0
83.1,58.4,2.1,2.5,4.1,99.3,66.2,0
83.5,61.1,4.7,3.7,7,99,60.1,0
85.1,54.8,2.4,7.3,14,98.6,71.8,0
85.5,44.4,2.2,10.4,25.1,96.4,71.8,0
82.4,46.9,2.2,6,25.1,98.6,69.1,0
84.7,50.2,2.3,5.5,13,100.8,68.7,0
88.2,53.2,2.4,5.7,14,102.9,69.8,0
90.7,56.5,2.7,4.7,12,104.7,68.4,0
93.6,55.5,2.7,5,8,106.7,70.2,0
90,58.5,2.3,3.2,6,103.8,76.3,0
91.2,59.7,2.4,3.4,6,106.5,76.1,0
93.4,57.3,2.6,3.9,7,104.7,73.9,0
92.4,61,3.2,4.7,9.9,103.3,74.1,0
85.7,62.8,2.7,2.8,8,98.6,72.7,0.02
84.9,67,2.2,7.7,11.1,97.5,73.4,0
84.1,66.9,2.2,10.7,14,93.2,72.7,0
87,68.6,2.3,5.9,11.1,97.9,73.4,0
81.1,68.3,1.4,5.1,9.9,97.5,70.5,0.2
81.5,67.2,2.4,8,14,88,70.2,0
72.7,67,1.7,5.2,9.9,78.8,67.6,0.12
77.5,67.9,1.7,1.6,5.1,86,66.4,0.02
82.1,68.9,2.1,2.9,6,89.6,69.4,0
85.4,68.3,2.3,3.4,6,95,71.2,0
87.4,70.6,2.2,3.4,5.1,99.3,74.8,0
91.6,73.7,2,3.2,6,101.1,78.1,0
93.1,69.3,2.3,5.3,14,104.7,79.2,0
91.6,64.6,2.4,5.7,8,104.2,73.4,0
88.5,69.7,2,2.5,8,103.3,77,0
93,68.9,1.9,3.3,9.9,106.7,76.3,0
98.7,64,2.3,7.3,13,108.3,80.1,0
92.9,54.9,2.2,5.8,12,107.6,77,0
89.9,50.2,2.4,6.1,12,104.7,73.4,0
94.1,53.1,2.7,4.6,8,107.8,72.5,0
86.4,71.9,2,11.4,14,96.8,77,0
84.6,71.3,2.3,10.3,17.1,93.2,74.5,0
84,72.2,2.3,9.5,14,91.4,75,0
87.9,74.2,2.2,6,9.9,96.6,75.6,0
89.4,74.9,2.3,7.7,12,102.9,78.1,0
88.6,76.4,1.9,4.9,9.9,98.6,78.6,0
92,76.8,2.3,5.6,9.9,102,78.8,0
85.7,73.2,1.9,6.3,12,104.7,77,0.28
88.3,71.8,2.3,4.1,8,97,75.4,0
90.6,68.8,2.4,1.8,6,101.1,77,0
91.5,72.4,2.5,9.3,12,100.9,79.9,0
92.4,71.8,2.6,8.2,13,102.9,79,0
88.6,71.8,2.4,8.7,13,97.5,77.2,0
87.4,75.3,2.2,8.7,12,99.3,78.8,0
88.8,77.2,2.4,8.9,15,95,79.2,0
87.1,77.2,2.1,6.9,12,92.5,80.8,0
91.4,77.6,2.2,7.6,9.9,98.4,82.4,0
92.9,75.7,2.2,8.1,12,99.1,84.6,0
87.7,76,2,9.4,15,91.4,84.6,0
88.1,75.8,2.4,9.5,14,94.1,80.8,0
91.4,76,2.3,7.1,12,100.4,81.3,0
93.2,77.9,2.2,7,33,100.4,83.3,0
82.2,74.7,2.2,4.9,20,88.3,70,0.63
91.1,77.9,2.5,7.9,12,97.7,79,0
91.5,73.8,2.6,8.5,12,97.7,81.1,0
80.8,74.6,1.9,8.9,14,84.7,73.4,0.08
75,73.5,1.2,6.3,8,77,68.2,3.62
78.3,74.5,1.6,8.7,15,83.8,72.1,1.14
87.3,78,2.1,8.9,12,95,77.5,0
90.1,79.4,2,5.3,9.9,98.4,81.5,0
89.3,77.1,1.8,7.2,9.9,97.7,80.6,0
90,79.5,2.1,6.6,9.9,97,79.5,0
88.3,78.4,2,9.5,15.9,96.8,80.6,0
86.5,77.2,1.8,9.6,12,91.4,79.9,0
89.4,79.4,2.2,4.5,6,94.6,79.9,0
88.5,80.2,1.8,4.4,6,95.9,81.7,0
91.5,78.4,2.5,3.1,8,99.7,82.6,0
91.8,78.1,2.1,6.1,9.9,99.5,84,0
94,75.2,2.6,11.1,15.9,101.1,82.4,0
91.2,74.3,2.2,8.1,15,97.9,82.4,0
87.2,72.4,2.1,11.3,18.1,95,80.6,0
84.5,77.7,2,10.9,18.1,94.8,80.1,0
87,79.6,1.8,7.3,15.9,92.1,80.6,0.35
89.7,78.6,2.3,3.5,6,97.5,84,0.08
86.6,78,2.3,7.4,24.1,90.3,82.9,0.04
83.3,77.7,1.9,2.9,8,88.9,80.1,0
88.9,77.6,2.7,3.5,8,95,79.3,0
88.9,78.2,2.2,3.1,8.9,97.5,80.4,0
87.3,78.3,1.9,2.7,8,98.2,82,0
91.8,79,2.6,5.3,8,98.6,81.7,0
92.1,78.2,2.7,9.5,15.9,100.2,83.1,0
88.4,79.3,2.4,10.8,12,93.9,83.3,0.02
84.6,79.6,1.8,8.9,15,87.8,81.7,0.83
85.2,78.7,1.9,4.9,9.9,93.2,77.2,0.28
82.9,79.1,2,5.6,12,87.6,78.8,1.02
81.6,78.4,1.9,4.4,8,87.8,78.4,0.87
81.8,78.9,1.7,2.7,6,85.6,78.8,0.43
84.1,78.7,1.9,5.5,9.9,91.4,79.7,0.08
86.6,79.4,1.9,7,12,94.1,78.6,0.12
87.5,80.1,1.9,5.9,8,91.9,81.1,0.39
89.9,79.7,2.4,3.1,6,96.8,80.8,0
86.9,80.1,1.8,4.8,8.9,92.1,80.1,0.12
87.6,79.9,2.1,3.8,6,92.1,80.4,0
84.9,79.9,1.8,2.3,6,93.2,80.2,0.24
83.4,79.4,1.6,2.4,7,92.8,78.8,0.39
85.7,78.9,2.1,4,8,93.9,78.8,0
84.3,78.9,2,3.7,9.9,90.9,79,0.12
86,79.6,2,8.6,12,92.1,80.1,0
86.2,78,2.2,11.7,15,92.1,80.6,0
88.7,78.6,2.4,8.7,12,95.5,80.8,0
87.8,79.5,2,7.5,9.9,94.3,82.6,0
88.6,79.9,2.1,7.7,9.9,95.7,82.6,0
91.3,78.5,2.4,8.6,12,96.8,83.3,0
90,78,2.3,6.7,9.9,95.5,83.1,0
87.9,80,2.2,6.1,8,95.7,83.3,0
88.1,80.1,2.2,7.8,12,95.5,83.1,0
88.3,79.6,2.3,8.6,12,94.1,82.6,0
87.1,80.3,2.2,5.2,8,93.2,82.4,0
88.6,78.9,2.2,8.7,36.9,95.2,83.1,0
90.5,78.2,2.3,9,15.9,98.4,82.9,0.04
90.6,78.6,2.5,9.9,15.9,97.3,83.3,0
91.9,78.7,2.4,8.3,14,99.3,82.6,0
88.1,79.9,2.2,9.1,15.9,94.3,83.5,0.16
84.9,77.6,2.1,11.2,22.9,92.3,80.6,0.03
84.4,77.9,1.8,4.6,9.9,91.4,78.8,0.31
85.7,79.4,1.9,3.2,8,93.4,78.6,0.12
90.2,79.1,2.5,7.6,8,97.7,80.2,0
86.8,78.6,2.2,10,15,95,80.2,0.03
86.4,77.9,2,8.8,13,93.2,80.2,0.12
88.2,77.8,2.3,8.4,14,95.7,80.8,0
90.8,79.5,2.2,3.4,8,99.1,80.8,0
87.9,79.2,2.1,1.5,4.1,97.7,81,0
86.1,79,2.3,6.6,12,93.2,79,0.2
88.4,77.6,2.2,8.5,14,93.2,80.2,0
88.4,78.8,2.3,6.1,38.9,93.6,81.1,0
84.2,80,1.6,2.1,5.1,91.4,80.2,0.31
85,78.8,1.8,4.9,12,92.3,80.1,0
88,78.7,2.5,4.3,8,93.2,79,0.08
86.5,79.8,1.8,4.4,31.1,93.7,79.9,0
87.1,79.1,2.2,4.5,12,93.2,79,0.16
89.8,78.2,2.2,6.2,12,97.5,81.5,0
89.4,78.8,2.2,4.4,8,96.8,82.4,0
83.3,79.9,1.4,2.9,6,93.9,78.8,0
86.2,77.9,2,2.9,8.9,93.4,78.8,0
83.6,78.2,2.1,1.7,4.1,91.4,77.7,0.91
84.5,79.5,1.9,3.4,9.9,89.6,77.7,0.59
85.6,78.5,2.1,5.8,9.9,93.2,78.1,0
86,77.5,2.1,6.6,14,91.6,77.7,0.63
83.1,76.6,2,13.6,20,88.9,79.5,0.01
85.7,78,2.3,9.4,15,92.1,78.6,0.28
89,79.2,2.5,7.5,42.7,94.6,81,0
88.4,78.1,2.1,3.3,8,96.3,79.7,0
86.9,78.6,1.9,3.7,6,96.1,80.8,0.01
87.8,80.7,2.1,3.5,8,93.4,81.7,0
83.5,77.7,1.8,5.1,9.9,93.6,78.1,0.51
81.7,78.5,1.2,3.7,8,89.6,77.9,0.55
83.8,78,1.8,7.6,14,88.3,79.2,0
84.4,78.4,1.8,4.1,12,93.9,79.2,0.04
86.2,80,2.1,2.5,5.1,92.8,79.5,0
84.7,79.9,1.5,1.7,7,91.6,80.6,0.02
81.6,78.4,1.4,3.6,8,88.5,77,1.26
80,77.8,1.9,2.4,6,83.8,77,6.22
86.7,79.8,2.2,5.5,9.9,93.2,77.7,1.22
87,78.2,2,6.7,9.9,93.2,80.6,0
87.7,77.5,2.3,6,9.9,94.3,79.2,0
89.6,78.2,2.2,2.1,5.1,96.1,80.1,0
85.9,77.5,1.8,2.4,6,94.8,77.5,0.03
86.9,79.4,2.5,2,4.1,92.7,79.7,0
89.7,78.8,2.2,3.8,8,96.8,79.7,0
88.6,78.8,2.2,4.7,8,95.4,81.3,0
87.7,80.4,1.9,1.9,6,95.7,80.8,0
87.2,79.4,2,2.7,7,95.7,75.6,0.94
85.3,78.9,1.9,3,7,93.2,77.2,0.24
86,78,2,2.8,6,93.9,79.9,0
86.2,78.8,1.9,2.3,4.1,95,78.8,0
85.7,77.5,2.2,3.5,8,95.9,77,0.59
81.8,78.6,1.5,5.7,9.9,90.5,77,0.39
85.9,77.5,2.4,10.7,15.9,92.5,80.6,0
87.3,76.9,2.3,8.6,18.1,93.9,79.7,0
86.7,77.8,2.3,0,5.1,95.4,78.4,0
87.2,78,2.1,0,5.1,96.3,78.4,0
88.8,79.5,2.1,0,5.1,97,80.8,0
86.2,78.3,2.2,0.4,4.1,93.2,78.4,0
86.7,78.3,2.1,1.2,6,93.9,77.9,0
86.5,78,2.2,0,6,95,78.8,0.01
86,78.9,1.8,0,6,93.6,80.1,0
79.7,75.2,1.9,6.5,12,86.5,75,0.12
81.2,73.2,2.1,9.6,15,88.5,75.2,0.02
81.5,72.5,2.3,8.8,14,84.9,76.3,0
82.6,75.5,1.9,7,9.9,89.2,77.5,0
81.8,76.7,1.9,4.9,15.9,86,77.2,0.03
83.6,76,2,6.7,9.9,90.3,77.2,0
79.3,75.7,1.9,2.7,8,83.3,76.1,0.63
81.8,76.1,1.9,4.7,8,89.6,76.3,0.04
82.2,75.2,2.1,4.6,8,89.4,76.3,0.83
84.7,74.4,2.2,5.8,12,92.3,75.9,0
84.9,73.1,2.7,6.6,11.1,91.9,75.6,0
82.8,74.3,2,3,8,89.6,75.9,0.04
84.8,73.5,2.3,2.7,5.1,93.9,75.2,0
85.5,74.5,2.1,7.1,14,93.2,75.4,0
76.1,73.6,1.3,12.6,18.1,78.8,72.3,0.08
73.6,71.8,1.3,10.7,15,77,70,3.07
74.2,71.5,1.5,7.2,13,77.2,70.3,1.46
77.8,73.7,1.8,0.9,6,83.8,73.4,0.12
79.9,75.6,1.4,0.7,4.1,87.8,73.4,0
81,75.6,1.7,0.7,4.1,88.5,75.4,0.08
82.7,74.9,1.8,1.3,8,91.2,73.6,0
79.8,73.7,1.6,2.8,15,87.1,72.7,1.14
78.8,72.1,1.7,0.6,2.9,88.5,71.1,0.12
81,71.1,1.8,0.1,2.9,89.6,71.2,0
79.1,71.1,1.7,3.9,11.1,89.6,71.6,0
79.8,71.2,1.8,2.5,6,88.5,70.9,0
78.6,72.4,1.6,3.7,8,84.2,71.6,0
78.6,72.2,2.2,5,8,89.2,70,0
76.7,71.7,1.7,1.3,6,86,69.8,0
79,72,1.8,5.1,9.9,86,69.8,0
77.3,67.5,1.2,2.7,6,86.2,67.3,0
76.8,68.2,1.4,1.4,4.1,86.7,66.4,0
75.7,69.4,1,0.3,4.1,85.1,66.7,0
76.5,68.6,1.2,0.4,5.1,87.8,69.4,0
76.1,70.7,1,0.4,5.1,86.7,69.3,0
78.1,71.9,1,1.3,5.1,86,69.8,0
73.7,68.6,0.9,1.1,4.1,82.6,62.6,0
71.5,63.7,1.2,0.5,2.9,82.6,61.7,0
70.8,61.9,1.1,0,2.9,84.6,60.6,0
69.5,62.6,1.1,0,2.9,84,60.8,0
71.7,62.6,1.1,0.3,2.9,84.2,59.7,0
71.8,61.9,1.3,0.5,5.1,84.7,57.7,0
71.2,62.7,1.3,2.9,7,84.9,57.2,0
69.1,54.6,1.9,2.6,6,84.2,56.5,0
68.8,55.8,1.5,1.2,4.1,82.6,54,0
67.4,55.1,1.2,2,6,81.1,54.7,0
67.2,55.8,1.3,0.9,4.1,82.4,54.5,0
69.9,57.9,1.4,0.3,1.9,83.1,56.1,0
68.7,59.4,1.4,0.6,4.1,86,57.7,0
69.2,59.3,1.4,2.5,4.1,83.7,57.2,0
69.6,58.6,1.5,1.6,7,84,56.7,0
67.9,58,1.3,1.2,4.1,82,55.4,0
67,55.2,1.3,2.1,6,82.4,54.3,0
65.1,53.6,1.2,0.3,4.1,82.6,52.2,0
65.4,54,1.1,0.2,4.1,82,52.7,0
66.4,55.4,1.1,1.5,5.1,82.4,53.1,0
67.2,58.2,1,1.2,4.1,80.6,54,0
65.9,59.2,0.8,1,4.1,79.5,55.8,0
69.1,61.5,0.8,0.5,1.9,79.5,56.3,0
66.4,60.1,0.9,0.3,1.9,80.1,56.7,0
68.5,62.8,0.7,0.6,6,81.3,57.6,0
68.7,61.8,0.7,1.6,4.1,80.6,59,0
68.2,60.5,0.8,1.9,6,81,57.9,0
66.2,56.8,1,0.7,4.1,81.3,54,0
66,54.8,1,1.2,6,81.3,52.7,0
65.5,54.5,1,1.1,4.1,80.8,52.5,0
65.3,54.9,1,1,4.1,81.3,52.5,0
66.8,53.4,1.4,1.1,6,81,51.4,0
65.4,54.4,1.4,0.1,1.9,80.8,51.8,0
67.3,56,1,1,5.1,80.4,53.4,0
66.3,56.8,0.8,0.3,1.9,79.9,52.9,0
65,56.3,0.8,0.8,4.1,80.6,53.4,0
65.8,59.1,0.7,0.5,2.9,77.2,53.6,0
66.4,56.6,0.8,1.6,6,77,53.2,0
64.4,52.6,1.3,3.1,8,77.7,51.8,0
64.6,53,1.2,2.7,8,75.4,52.7,0
60.5,52.1,1.2,0.7,2.9,76.5,50,0
63.1,54.2,0.9,0.1,1.9,77,51.4,0
64.4,55.1,1,0.3,14,75.9,50.5,0
64.2,57.5,0.6,1,5.1,75.2,52.9,0
62.3,57.6,0.5,0.8,2.9,73.4,52.5,0
62.1,59.2,0.4,1.6,8,69.8,53.4,0
63.3,56.8,0.9,2.9,6,73.8,53.6,0
65.5,58.8,0.9,5.8,9.9,74.3,55.4,0
64.9,59.5,0.7,3.4,6,75.6,55.4,0
67.5,60.9,0.7,1.6,4.1,76.1,59,0
60.5,56.8,0.6,3,6,66.7,51.8,0
58.7,54.1,0.6,2.2,6,68.7,51.1,0
58.1,52,0.7,2,7,71.8,50,0
58.4,52.9,0.6,2.7,8,74.1,48.2,0
59.1,53.4,0.5,1.8,4.1,70.5,51.4,0
62.5,54.5,0.9,1.9,4.1,75.4,53.6,0
59.1,53,0.7,1.7,5.1,72.3,50,0
60.1,51.8,1,1.3,6,73.4,48.2,0
64.9,57.2,0.9,3.9,8,76.8,52.9,0
63.9,54,1.2,5.9,12,73.6,55.6,0
57.8,49.6,1,2.4,8,68.9,50.9,0
58,50.5,0.9,2.4,8,68.7,47.8,0
59.4,53.5,0.7,1.8,6,72.5,48.9,0
63.8,55.7,0.9,4.1,7,73.6,56.1,0
58.9,49.6,0.9,5,8,69.8,51.1,0
53.9,49.7,0.4,1.9,6,66.6,46.4,0
54.7,51,0.4,1.7,4.1,64.4,44.6,0
60.6,55.1,0.6,0.7,4.1,69.8,55.4,0
58.4,56.4,0.7,5.1,8,62.6,51.8,0
59.2,54.6,0.7,1.7,6,69.6,50,0
57.3,54.5,0.6,2.4,5.1,68,53.2,0
55.7,52.5,0.7,2,4.1,58.5,53.6,0
55.2,51.6,0.8,1.2,5.1,59.2,50,0
57.8,53,0.6,1.7,4.1,70.5,48.2,0
58.9,54.9,0.7,2.5,6,72.5,51.8,0
61.1,58,0.7,5.1,12,66.9,55.2,0
59,55.6,0.9,4.5,7,66.2,51.8,0
59.7,54.3,0.8,2,4.1,69.8,51.8,0
60.2,55.6,0.7,2.4,6,71.6,49.3,0
59.5,54.7,0.7,1.8,4.1,66.9,54.5,0
59.2,56.2,0.7,2.3,5.1,68.7,50.7,0
65.1,58.8,0.9,4.1,8,76.5,57.2,0
64.2,56,1.1,4.8,8,76.1,58.5,0
59.6,51.3,1,5.5,9.9,69.6,51.3,0
56.6,50,0.9,3.1,6,64.8,51.3,0
62.5,56.3,0.7,3.5,8,72.1,55.4,0
58,55.3,0.5,2.4,5.1,63.7,54.3,0
57,53.2,0.6,1.8,4.1,64.9,51.3,0
58.6,52.9,0.9,2.5,5.1,67.3,48.9,0
55.3,49.9,0.9,4.3,8,61.5,49.8,0
53.7,50.6,0.6,3.4,15.9,61.7,48.2,0
53,50.6,0.5,2.1,8,60.8,48.2,0
62.5,56,1,2.1,7,78.1,48.6,0
66.7,58.2,1.1,3,9.9,81.1,53.6,0
68.6,55.2,1.6,5.3,9.9,80.8,56.1,0
69.9,57.9,1.6,2.7,4.1,81.1,56.5,0
70.7,60.6,1.6,4.1,9.9,83.3,55.8,0
69.6,55,1.8,5.1,9.9,80.8,59,0
63.5,49.8,1.6,4.3,8,76.1,50,0
62.2,48,1.5,3.5,8,78.8,48.2,0
63.7,45.4,2,4.9,12,78.8,51.4,0
65.8,44.5,1.7,2.4,6,77.7,46.4,0
57.2,54.4,0.7,5.6,9.9,59.7,51.8,0
60.8,57.9,0.8,4.8,9.9,66.2,51.8,0
62.2,59.6,0.9,3.6,20,66.4,57.7,0.04
62.7,51.2,1.7,6.3,9.9,72.5,51.8,0
62,50.8,1.8,4.1,8,74.1,51.8,0
63.3,51.7,1.6,1.6,7,76.5,51.1,0
65.5,53.4,1.8,1.6,6,77.7,51.4,0
66.2,53.2,1.7,1.6,6,79.7,51.8,0
63.4,59.8,0.9,2.6,6,71.6,55.8,0
67.1,61.5,1,1.8,4.1,75.2,60.8,0
71.4,60.1,1.8,4.6,9.9,81.3,62.6,0
69.2,57.3,1.8,2.8,8,79,57.2,0
67.9,58.1,1.4,1.9,4.1,77,57.9,0
67.9,63.2,1.3,2.6,11.1,73.9,62.6,0
68.9,61.7,1.7,2.8,6,77,61.5,0.16
69.3,64.3,1.7,4.5,11.1,77.5,62.6,0
72.2,63.5,2.3,3.3,6,81.1,60.8,0
70,58.8,2,4.4,8,78.8,57.2,0
66.9,55.5,1.6,2.5,6,76.5,57.2,0
70.3,57.3,2.1,3.8,9.9,79.7,57.2,0
70.9,57,2,5.1,8,82.6,58.6,0
72.2,55.3,2,4.1,8,83.7,57.9,0
71,53.6,2.3,4,9.9,82.9,58.3,0
72.8,57.1,2.1,3,8,85.5,57.2,0
71.8,58.8,1.9,2,6,84.2,59,0
75.6,59.7,2.1,2.2,8,88,59.7,0
76.4,63.7,1.8,2.7,6,88.7,64.4,0
77.9,61.6,2.2,5.9,9.9,88.9,66.2,0
73.8,59.1,2,3.6,8.9,87.3,60.8,0
74.1,57,2,3.2,8,88,60.1,0
76.2,58.7,2.6,3.5,8,88.9,60.8,0
77.4,60.5,1.9,2.6,6,90.5,62.6,0
80.4,64.2,2.1,2.1,5.1,93.9,65.1,0
80.6,58,2.1,5.9,12,93.2,70.9,0
76.7,53.4,2.9,5.2,9.9,87.8,62.6,0
74.6,54.9,2.4,2.7,8,89.6,60.4,0
79.3,56.5,2.3,4,9.9,93.2,62.6,0
79.5,60.2,2,5.5,9.9,90,68,0
80.4,64.9,2.1,2.6,6,91.4,68.7,0
81.2,66.4,2.1,2.5,7,93.9,68,0
84.4,62.7,2.4,2.1,6,97,68.7,0
85.8,60.8,2.6,5.6,9.9,98.6,69.8,0
85.9,58.8,2.5,7.4,13,99.3,70.5,0
88.6,55.9,2.7,8.4,14,100.6,71.6,0
85.8,55.9,2.4,8.3,15,98.6,71.6,0
84,51,2.4,7.7,12,96.3,69.8,0
85.3,49.7,2.9,6.9,12,96.8,68,0
84.2,52.8,2.5,5,12,99.1,68,0
83.9,58.4,1.8,4.8,12,99.7,68,0
84.2,55.2,2.7,3.7,8,95.7,67.3,0
85.4,56.1,2.7,3.1,9.9,97.5,67.6,0
85.3,65.2,2.2,4.5,9.9,98.1,73.4,0
87.9,68.1,2,2.8,6,102.2,75.2,0
89.5,64.7,1.9,4.1,9.9,104.2,76.3,0
88.1,50.5,3.1,6.2,11.1,97.5,74.7,0
84.1,46.8,2.8,5.4,11.1,98.8,66.2,0
85.7,49.4,2.4,3.3,9.9,100.6,66.9,0
86.9,51.8,2.5,3.2,8,102.2,68,0
89.9,56.4,2.1,5,14,101.8,70.2,0
86.6,58,2.3,6.2,12,97.2,71.6,0
86.4,59,2.2,2.5,9.9,102.2,70.9,0
90.5,56.6,2.6,2.2,6,104.9,71.6,0
91.6,56,2.9,6.2,12,104,77.7,0
91.4,59.1,2.4,4.2,11.1,104,75.2,0
91.1,58.8,2.7,5.9,13,102.2,75.2,0
87.1,57.9,2.5,5.4,9.9,99.1,71.6,0
89.1,50.5,2.7,5.7,12,102.2,71.6,0
88.5,51.6,2.4,5.5,12,104,73.4,0
90.7,53,2.5,6.3,12,104.4,75.2,0
91.5,54.3,2.7,7,15,104,75.2,0
90.7,55,2.7,5.1,12,105.8,75.2,0
94.7,55.2,2.8,5.7,11.1,107.8,76.3,0
92.7,57,2.1,4.5,12,107.4,73.4,0
90,64.3,2.2,3.3,6,104.9,73.4,0
91.5,57,2.5,3,8,107.4,73.4,0
92.2,69.8,2.4,6.1,8,104.7,79.5,0
90.4,70,2.1,8.1,15.9,104.7,77,0
86.1,66.4,2.2,10,17.1,95.2,77,0
87.9,69.7,2.3,8.6,14,98.6,75.2,0
87.2,68.2,2.6,8.5,9.9,96.8,75.9,0
83.9,67.5,2.4,7.7,14,95,73.4,0
88.8,69.5,2.4,4.9,8,100.4,77,0
91.7,69,2.3,4.3,8,102.9,77,0
94.3,64.9,2.5,6.3,9.9,105.8,79.5,0
96.2,58.4,2.4,8.4,12,108.3,84.2,0
95.5,62.3,2.5,6.9,12,108.1,80.6,0
96.8,61.4,2.5,5.7,9.9,110.3,78.8,0
95.5,58.4,2.4,6.3,12,108,80.6,0
96.9,57.9,2.4,7,12,108.5,80.6,0
96.2,57.8,2.8,8.4,13,106.9,81.3,0
93.6,55.3,2.8,6.7,11.1,104.2,78.8,0
93.1,57.1,2.8,5.7,9.9,105.8,78.8,0
95.1,59.6,2.7,4.5,8.9,108.3,79.2,0
96.3,57.1,3.1,6.5,9.9,109.2,78.8,0
95.8,55,2.8,5.6,9.9,109.4,78.8,0
97.2,52.4,2.8,5.9,12,108.9,80.6,0
97.2,58.1,2.9,6.3,14,110.1,78.8,0
97,54.4,3,6.5,9.9,108.3,81.7,0
95.9,60.4,2.6,5.2,9.9,108.7,79.2,0
92.8,73.3,2.5,9.2,14,104,84.2,0
91.8,70.9,2.6,9.6,13,102.6,76.6,0
80.6,73.5,2,7.5,12,90,72.9,0
74.7,72.8,1.5,7,9.9,77,71.4,0.98
83.6,73.4,2.5,5.3,8,91.4,70.5,0
88,75.8,2.7,8.1,12,96.8,77,0
88.3,78.7,2.4,9.7,14,95,79.5,0
84,75.4,2.4,8.8,12,91.4,75.2,0
88.7,78.1,2.4,7.6,11.1,96.8,78.8,0
92.3,76,2.5,5.1,8,100.6,82,0
93,76.3,2.6,5.4,9.9,103.6,83.1,0
94.8,76.4,2.6,4.1,8,106.5,81.3,0
97.3,77.7,2.5,5.5,9.9,107.6,84.6,0
94.5,80.9,2.4,8.2,14,104,82.4,0
90.9,79.7,2.2,9.9,12,99.7,82.4,0
90.3,78.6,2.3,9.1,12,98.6,82.4,0
92.3,79.5,2.5,8.2,12,101.3,82.4,0
90.5,75.2,2.5,9.4,12,100,80.6,0
93.1,79.1,2.3,6.9,9.9,105.8,81.7,0
94.3,73.7,2.4,5.4,9.9,106.2,83.5,0
96.2,65.8,2.4,6.1,9.9,108.3,84.2,0
95.1,67.6,2.3,4.9,12,105.1,84.2,0
93.3,74.5,2.5,3.2,8,103.6,84.2,0
92.8,75.9,2,3,12,103.1,84.9,0
90.8,76.6,2.3,4.9,9.9,99.7,84.2,0
86,78.7,1.6,3,9.9,99.3,80.6,0
89.5,79,2.2,3.3,9.9,99.7,79.9,0
88,79.4,1.8,2.5,5.1,91.8,78.8,0
82.4,77.8,1.8,2.5,6,86,78.8,0
90.6,79.5,2.3,4.7,9.9,99,78.8,0
92.3,79.6,2.4,4.6,20,101.8,80.6,0
90.3,78.1,2.4,3.5,9.9,99.3,79.5,0
90.7,79.1,2.2,3.7,6,100.6,78.8,0
88.3,80,2.1,4.7,9.9,98.4,80.6,0
90.6,79.9,2.3,5.2,8,98.8,84.2,0
90.4,80.3,2.1,4.3,8,98.8,84,0
87.1,79.2,1.9,4.1,8,98.6,78.8,0
87.1,78.5,2.1,5.2,9.9,93.9,78.8,0
81.4,77.7,1.9,3.8,9.9,86.5,77,0
83.2,78.7,2.2,4.2,9.9,89.4,78.4,0
83.9,80.4,1.8,3.9,14,89.8,78.8,0
79.6,77.8,1.5,3.2,6,81.3,77,0
80.8,78.7,1.4,6.9,12,84.4,78.8,0
86.5,80.7,1.7,6.9,11.1,94.1,80.6,0
89,79.6,2.1,2.6,12,95.5,80.6,0
88.8,79.3,2.2,2.2,8,97.2,80.6,0
88.2,80.2,1.8,3.7,8,94.1,82.4,0
87.8,81.8,1.5,3.8,15.9,95.7,81.5,0
90,80.5,2,6.2,9.9,95.7,83.1,0
92.6,80.7,2.3,6.8,11.1,98.6,85.1,0
89.1,80.7,2,8.6,12,95,83.5,0
90.6,79.8,2.6,8.7,12,95.7,86,0
89.8,78.7,2.3,10.3,12,95.5,84.2,0
84,79.4,2.1,8.9,14,90.7,80.1,0
86.5,79.8,2.5,7.7,12,91.6,80.6,0
87.3,79.4,2.3,4.8,8.9,93.6,81,0
86.1,80.5,1.8,5.4,8,93.2,82.4,0
88.3,79.9,2.2,6.5,9.9,95,82.4,0
86.1,77.3,2.7,10.3,15,90,81.7,0
85.6,78.5,2.2,11.3,15,92.1,81.1,0
87.8,78,2.3,7.3,14,95,80.6,0
